NOME,SOBRENOME,EMAIL,SEXO,DATA_NASCIMENTO,SALARIO,EMPRESA,ANOS_CLIENTE,AVALIACAO_EMPRESA,PARTICIPOU_DE_CAMPANHA,INDICARIA_EMPRESA
Vitór,Sousa,VitorGoncalvesSousa@cuvox.de,M,1966-02-28T00:00:00.000Z,6697.76,MovilePay,4,3,1,1
Anna,Lima,AnnaCardosoLima@cuvox.de,F,1955-02-28T00:00:00.000Z,6917.63,MovilePay,9,8,1,1
Vinícius,Almeida,ViniciusMeloAlmeida@fleckens.hu,M,1955-11-27T00:00:00.000Z,8066.56,MovilePay,7,3,0,1
Beatrice,Costa,BeatriceLimaCosta@rhyta.com,F,1975-09-20T00:00:00.000Z,6744.01,MovilePay,5,5,0,0
Lucas,Almeida,LucasLimaAlmeida@superrito.com,M,1948-03-30T00:00:00.000Z,7952.05,MovilePay,3,7,0,1
Enzo,Dias,EnzoGoncalvesDias@jourrapide.com,M,1952-07-31T00:00:00.000Z,5960.2,MovilePay,9,0,0,0
Daniel,Lima,DanielPereiraLima@jourrapide.com,M,1951-09-06T00:00:00.000Z,5311.69,MovilePay,5,5,0,0
Matilde,Rodrigues,MatildePintoRodrigues@superrito.com,F,1972-05-08T00:00:00.000Z,6108.42,MovilePay,9,6,1,1
Tânia,Fernandes,TaniaGomesFernandes@superrito.com,F,1970-12-12T00:00:00.000Z,5572.33,MovilePay,7,5,1,0
Alex,Barbosa,AlexSilvaBarbosa@supermail.com,M,1977-04-12T00:00:00.000Z,8612.0,MovilePay,1,0,0,1
Lavinia,Gomes,LaviniaCardosoGomes@einrot.com,F,1976-11-23T00:00:00.000Z,8379.82,MovilePay,7,5,1,1
Kauã,Lima,KauaGomesLima@fleckens.hu,M,1981-02-12T00:00:00.000Z,5786.88,MovilePay,6,1,0,1
Felipe,Costa,null,M,1975-11-28T00:00:00.000Z,8461.7,MovilePay,0,4,0,0
Letícia,Correia,LeticiaOliveiraCorreia@fleckens.hu,F,1956-10-05T00:00:00.000Z,9551.74,MovilePay,7,8,0,1
Rena,Barros,RenanOliveiraBarros@superrito.com,M,1981-10-31T00:00:00.000Z,9806.96,MovilePay,5,9,1,1
Mateus,Martins,MateusSantosMartins@jourrapide.com,M,1984-01-26T00:00:00.000Z,6482.42,MovilePay,4,6,0,1
Bianca,Almeida,BiancaSantosAlmeida@rhyta.com,F,1983-06-15T00:00:00.000Z,5725.26,MovilePay,0,7,0,0
Júlia,Goncalves,JuliaSilvaGoncalves@rhyta.com,F,1985-07-07T00:00:00.000Z,7189.83,MovilePay,0,1,0,1
Miguel,Cardoso,MiguelCastroCardoso@einrot.com, ,1945-10-26T00:00:00.000Z,7256.11,Zoop,2,6,0,0
Guilherme,Fernandes,GuilhermeSousaFernandes@einrot.com,M,1979-03-04T00:00:00.000Z,9603.5,Zoop,7,6,1,0
Rena,Carvalho,RenanSousaCarvalho@fleckens.hu,M,1992-02-07T00:00:00.000Z,7083.79,Zoop,3,6,1,1
Livia,Pinto,LiviaCastroPinto@fleckens.hu,F,1948-03-09T00:00:00.000Z,9234.2,Zoop,7,0,0,0
Samuel,Azevedo,SamuelMeloAzevedo@einrot.com,M,1969-03-30T00:00:00.000Z,6568.94,Zoop,6,2,1,1
Nicole,Oliveira,NicoleCostaOliveira@fleckens.hu,F,1969-07-11T00:00:00.000Z,6224.9,Zoop,2,9,0,1
Isabela,Costa,IsabelaMartinsCosta@teleworm.us,F,1952-08-24T00:00:00.000Z,5417.22,Zoop,7,8,0,0
Júlio,Pinto,null,M,1978-08-23T00:00:00.000Z,9130.16,Zoop,9,6,0,1
Luana,Azevedo,LuanaSantosAzevedo@armyspy.com,F,1954-08-16T00:00:00.000Z,7757.17,Zoop,2,5,1,1
Júlio,Alves,JulioSilvaAlves@armyspy.com,M,1965-01-31T00:00:00.000Z,5406.7,Zoop,5,8,0,0
Maria,Lima,MariaRibeiroLima@supermail.com,F,1953-06-08T00:00:00.000Z,7660.13,Zoop,8,8,0,1
Julia,Rodrigues,JuliaGoncalvesRodrigues@fleckens.hu,F,1965-05-11T00:00:00.000Z,9687.07,Zoop,6,8,0,0
Tiago,Cavalcanti,TiagoLimaCavalcanti@teleworm.us,M,1959-04-18T00:00:00.000Z,7138.36,Zoop,3,6,0,1
Gustavo,Correia,GustavoOliveiraCorreia@rhyta.com,M,1994-02-03T00:00:00.000Z,8417.11,Zoop,1,3,1,0
Aline,Pinto,AlineCardosoPinto@armyspy.com,F,1983-11-14T00:00:00.000Z,7151.37,Zoop,9,2,0,1
Alice,Almeida,AliceCavalcantiAlmeida@gustr.com,F,1991-05-18T00:00:00.000Z,7690.28,Zoop,5,1,0,1
Lua,Melo,LuanFerreiraMelo@gustr.com,M,1988-03-23T00:00:00.000Z,7976.55,Zoop,6,2,1,0
Evely,Souza,EvelynRodriguesSouza@armyspy.com, ,1972-12-02T00:00:00.000Z,5965.86,Zoop,3,1,1,0
Luana,Martins,LuanaBarbosaMartins@gustr.com,F,1965-03-10T00:00:00.000Z,8048.75,Zoop,6,8,1,1
Davi,Cavalcanti,DaviBarbosaCavalcanti@supermail.com,M,1969-05-04T00:00:00.000Z,5850.84,Zoop,9,3,1,0
Julia,Pinto,JuliaPereiraPinto@fleckens.hu,F,1967-09-23T00:00:00.000Z,9768.71,Zoop,8,2,1,0
Esteva,Castro,EstevanSantosCastro@rhyta.com,M,1967-05-09T00:00:00.000Z,8697.17,Zoop,3,5,0,0
Matilde,Cavalcanti,MatildeRibeiroCavalcanti@einrot.com,F,1965-01-06T00:00:00.000Z,8761.75,Zoop,0,8,0,0
Luís,Araujo,LuisCarvalhoAraujo@armyspy.com,M,1973-05-16T00:00:00.000Z,7095.57,Zoop,8,7,0,1
Rodrigo,Ferreira,RodrigoGoncalvesFerreira@rhyta.com,M,1975-05-07T00:00:00.000Z,8574.7,Zoop,9,0,1,1
Cauã,Sousa,CauaCastroSousa@supermail.com,M,1986-06-28T00:00:00.000Z,9139.05,MovilePay,0,8,1,1
Carolina,Rodrigues,CarolinaOliveiraRodrigues@armyspy.com,F,1976-01-22T00:00:00.000Z,7689.52,MovilePay,7,0,0,0
Emilly,Carvalho,EmillyMartinsCarvalho@rhyta.com,F,1963-04-02T00:00:00.000Z,7680.03,MovilePay,5,3,1,1
Gabriela,Pinto,GabrielaAlvesPinto@cuvox.de,F,1951-02-13T00:00:00.000Z,5115.87,MovilePay,4,2,0,0
Paulo,Martins,PauloCorreiaMartins@superrito.com,M,1986-07-24T00:00:00.000Z,9059.75,MovilePay,6,9,1,1
Alex,Sousa,AlexRochaSousa@jourrapide.com,M,1963-03-09T00:00:00.000Z,9793.11,MovilePay,1,5,0,1
Kauê,Barbosa,KaueSousaBarbosa@jourrapide.com,M,1990-03-08T00:00:00.000Z,6255.16,MovilePay,3,8,0,0
Julieta,Melo,JulietaCunhaMelo@supermail.com,F,1967-09-25T00:00:00.000Z,6804.93,MovilePay,5,6,1,1
Manuela,Melo,ManuelaCostaMelo@einrot.com,F,1952-04-28T00:00:00.000Z,5579.45,MovilePay,5,5,1,1
Clara,Carvalho,ClaraCastroCarvalho@einrot.com,F,1965-10-01T00:00:00.000Z,7583.86,MovilePay,9,4,0,0
Manuela,Goncalves,ManuelaSouzaGoncalves@cuvox.de,F,1994-05-30T00:00:00.000Z,7098.0,MovilePay,5,5,1,0
Luis,Pereira,LuisDiasPereira@armyspy.com,M,1975-08-07T00:00:00.000Z,9059.87,MovilePay,5,6,0,0
Bianca,Rocha,BiancaPereiraRocha@fleckens.hu,F,1943-08-04T00:00:00.000Z,5792.34,MovilePay,4,0,0,0
 ,Fernandes,JoaoCarvalhoFernandes@cuvox.de,M,1975-09-16T00:00:00.000Z,6929.99,MovilePay,6,0,1,1
 ,Almeida,JoaoLimaAlmeida@armyspy.com,M,1947-09-10T00:00:00.000Z,8766.31,MovilePay,6,3,1,1
Julia,Goncalves,JuliaPintoGoncalves@armyspy.com,F,1976-12-09T00:00:00.000Z,8082.94,MovilePay,8,9,1,1
André,Martins,AndreAraujoMartins@supermail.com,M,1954-12-31T00:00:00.000Z,8140.33,MovilePay,4,1,0,1
Vinícius,Sousa,ViniciusLimaSousa@supermail.com,M,1975-12-25T00:00:00.000Z,9843.89,MovilePay,3,2,1,1
Tomás,Fernandes,TomasAzevedoFernandes@teleworm.us,M,1963-03-28T00:00:00.000Z,6800.6,MovilePay,5,0,1,1
Isabella,Gomes,IsabellaLimaGomes@jourrapide.com,F,1965-01-01T00:00:00.000Z,6501.2,MovilePay,4,2,0,1
Nicolash,Cavalcanti,NicolashMartinsCavalcanti@cuvox.de,M,1945-11-27T00:00:00.000Z,6544.79,MovilePay,6,5,1,0
Brenda,Oliveira,BrendaBarbosaOliveira@fleckens.hu,F,1969-01-11T00:00:00.000Z,8164.7,MovilePay,9,6,0,0
Leila,Goncalves,LeilaBarrosGoncalves@fleckens.hu,F,1993-03-27T00:00:00.000Z,7003.76,MovilePay,2,2,1,0
Camila,Cunha,CamilaCavalcantiCunha@einrot.com,F,1982-12-22T00:00:00.000Z,8584.66,MovilePay,0,9,1,0
Maria,Oliveira,MariaDiasOliveira@teleworm.us,F,1945-02-14T00:00:00.000Z,7321.31,MovilePay,6,4,1,0
Kai,Costa,KaiRibeiroCosta@supermail.com,M,1947-01-15T00:00:00.000Z,9973.91,MovilePay,3,4,1,0
Douglas,Cavalcanti,DouglasBarrosCavalcanti@jourrapide.com,M,1950-11-03T00:00:00.000Z,7514.92,MovilePay,5,4,1,0
Fernanda,Cunha,FernandaDiasCunha@einrot.com,F,1970-09-09T00:00:00.000Z,7021.0,Ifood,5,5,1,0
Miguel,Sousa,MiguelGoncalvesSousa@fleckens.hu,M,1992-12-13T00:00:00.000Z,7608.23,Ifood,9,7,1,1
Fernanda,Gomes,FernandaSilvaGomes@cuvox.de,F,1986-08-11T00:00:00.000Z,7305.44,Ifood,3,4,0,1
Kai,Correia,KaiSouzaCorreia@rhyta.com,M,1958-09-27T00:00:00.000Z,9509.46,Ifood,1,5,0,1
Júlia,Costa,JuliaAlvesCosta@cuvox.de,F,1968-07-02T00:00:00.000Z,5886.83,Ifood,5,0,0,0
Martim,Cunha,MartimAlvesCunha@cuvox.de,M,1947-01-13T00:00:00.000Z,9018.23,Ifood,8,7,1,1
Carlos,Rodrigues,CarlosCavalcantiRodrigues@einrot.com,M,1976-02-21T00:00:00.000Z,6437.7,Ifood,6,7,0,1
Raissa,Cunha,RaissaAlvesCunha@cuvox.de,F,1958-01-16T00:00:00.000Z,8320.86,Ifood,7,0,1,1
Isabelle,Rocha,IsabelleSouzaRocha@teleworm.us,F,1993-06-22T00:00:00.000Z,6301.82,Ifood,1,6,1,0
Felipe,Araujo,FelipePintoAraujo@teleworm.us,M,1972-03-26T00:00:00.000Z,7474.34,Ifood,8,6,1,0
Marisa,null,MarisaSousaCosta@fleckens.hu,F,1977-01-26T00:00:00.000Z,6464.26,Ifood,4,2,0,0
Clara,Cardoso,ClaraRochaCardoso@fleckens.hu,F,1966-02-05T00:00:00.000Z,7562.2,Ifood,8,4,0,1
Beatriz,Lima,BeatrizSouzaLima@rhyta.com,F,1959-10-06T00:00:00.000Z,5297.84,Ifood,0,5,1,0
Vitór,Araujo,VitorGomesAraujo@supermail.com,M,1956-08-08T00:00:00.000Z,7044.55,Ifood,7,4,0,1
Ana,Costa, ,F,1989-04-11T00:00:00.000Z,5705.99,Ifood,3,3,0,1
Arthur,Martins,ArthurFerreiraMartins@gustr.com,M,1993-04-23T00:00:00.000Z,7726.1,Ifood,5,1,0,1
Igor,Costa,IgorLimaCosta@armyspy.com,M,1958-12-24T00:00:00.000Z,5213.86,Ifood,0,6,1,0
Davi,Pereira,DaviCorreiaPereira@jourrapide.com,M,1982-06-07T00:00:00.000Z,8387.91,Ifood,9,5,0,1
Lucas,Pereira,LucasPintoPereira@teleworm.us,M,1950-09-10T00:00:00.000Z,5311.24,Ifood,7,1,0,1
Mariana,Dias,MarianaCardosoDias@cuvox.de,F,1961-06-08T00:00:00.000Z,6009.97,Ifood,7,5,1,0
Luiz,Costa,LuizRibeiroCosta@teleworm.us,M,1992-12-30T00:00:00.000Z,5319.8,Ifood,3,3,1,1
Maria,Rocha,MariaAraujoRocha@cuvox.de,F,1979-05-08T00:00:00.000Z,7122.41,MovilePay,9,9,0,1
Giovana,Gomes,GiovanaBarrosGomes@einrot.com,F,1980-10-04T00:00:00.000Z,6414.88,MovilePay,7,8,1,1
Kauã,Pereira,KauaCunhaPereira@teleworm.us,M,1951-03-14T00:00:00.000Z,6703.0,MovilePay,5,3,0,0
Isabela,Azevedo,IsabelaFernandesAzevedo@rhyta.com,F,1950-05-19T00:00:00.000Z,8784.08,Sympla,6,6,0,1
Tânia,Martins,TaniaDiasMartins@teleworm.us,F,1947-10-29T00:00:00.000Z,5147.64,Sympla,5,3,0,1
Nicolash,Goncalves,NicolashCarvalhoGoncalves@armyspy.com,M,1975-08-10T00:00:00.000Z,5247.33,Sympla,6,3,0,0
Camila,Carvalho,CamilaOliveiraCarvalho@supermail.com,F,1972-02-02T00:00:00.000Z,5750.59,Sympla,6,8,0,0
Cauã,Fernandes,CauaBarbosaFernandes@jourrapide.com,M,1990-02-10T00:00:00.000Z,5078.54,Sympla,8,1,0,1
Lavinia,Melo,LaviniaCavalcantiMelo@teleworm.us,null,1972-02-03T00:00:00.000Z,8389.47,Zoop,1,4,0,0
Daniel,Cardoso,DanielCorreiaCardoso@supermail.com,M,1962-09-13T00:00:00.000Z,9630.71,Zoop,6,0,1,1
Vinícius,Fernandes,ViniciusAzevedoFernandes@cuvox.de,M,1979-11-01T00:00:00.000Z,5009.68,Zoop,7,6,1,0
Fábio,Martins,FabioBarrosMartins@teleworm.us,M,1959-07-18T00:00:00.000Z,5962.78,Zoop,0,7,0,0
Victor,Cardoso,VictorFerreiraCardoso@armyspy.com,M,1970-12-25T00:00:00.000Z,5241.72,Zoop,1,5,0,1
Amanda,Cavalcanti,AmandaGomesCavalcanti@gustr.com,F,1949-03-14T00:00:00.000Z,6370.97,Zoop,2,2,1,1
Bruna,Castro,BrunaFerreiraCastro@supermail.com,F,1977-06-16T00:00:00.000Z,5331.96,Zoop,2,9,0,0
Diogo,Gomes,DiogoMartinsGomes@superrito.com,M,1976-01-05T00:00:00.000Z,9349.79,Zoop,5,0,0,0
Samuel,Ribeiro,SamuelAlvesRibeiro@jourrapide.com,M,1975-02-23T00:00:00.000Z,8191.93,Zoop,3,1,0,0
Larissa,Cunha,LarissaPereiraCunha@superrito.com,F,1972-05-29T00:00:00.000Z,9411.83,Zoop,0,8,1,0
Eduardo,Pereira,EduardoSantosPereira@gustr.com,M,1946-03-14T00:00:00.000Z,9782.79,Zoop,7,8,1,0
Otávio,Almeida,OtavioCunhaAlmeida@rhyta.com,M,1987-09-04T00:00:00.000Z,9019.67,Zoop,8,5,1,1
Laura,Castro,LauraCorreiaCastro@einrot.com,F,1983-08-21T00:00:00.000Z,9565.6,Zoop,6,6,1,0
Raissa,Alves,RaissaOliveiraAlves@gustr.com,F,1980-09-29T00:00:00.000Z,6971.04,Zoop,3,7,0,1
Marina,Pereira,MarinaAzevedoPereira@supermail.com,F,1985-10-22T00:00:00.000Z,7084.06,Zoop,0,9,1,1
Rodrigo,Pereira,RodrigoCardosoPereira@einrot.com,M,1960-03-24T00:00:00.000Z,7422.1,Zoop,9,0,1,1
Vitória,Gomes,VitoriaLimaGomes@fleckens.hu,F,1950-08-13T00:00:00.000Z,9472.67,Zoop,2,6,1,0
Douglas,Rocha,DouglasCunhaRocha@einrot.com,M,1945-03-09T00:00:00.000Z,5973.34,Zoop,2,7,0,0
Evely,Carvalho,EvelynRibeiroCarvalho@superrito.com,F,1989-01-25T00:00:00.000Z,9166.83,Zoop,2,4,0,1
Murilo,Sousa,MuriloCunhaSousa@gustr.com,M,1976-03-26T00:00:00.000Z,6319.2,Sympla,3,8,1,0
Luis,Carvalho,LuisCostaCarvalho@einrot.com,M,1947-02-24T00:00:00.000Z,6143.12,Sympla,3,3,0,1
Eduardo,Barros,EduardoCardosoBarros@teleworm.us,M,1981-10-21T00:00:00.000Z,9981.5,Sympla,6,6,0,1
Vitória,Pereira,VitoriaSantosPereira@fleckens.hu,F,1980-03-25T00:00:00.000Z,7160.58,Sympla,3,6,1,1
Amanda,Melo,AmandaAlmeidaMelo@armyspy.com,F,1958-12-11T00:00:00.000Z,7651.91,Sympla,7,0,0,0
Rena,Gomes,RenanMartinsGomes@superrito.com,M,1949-11-22T00:00:00.000Z,5233.48,Sympla,7,8,1,0
Lavinia,Azevedo,LaviniaAlmeidaAzevedo@cuvox.de,F,1985-10-18T00:00:00.000Z,7044.42,Sympla,9,7,0,0
Kauã,Barros,KauaRochaBarros@gustr.com,M,1990-10-22T00:00:00.000Z,9396.31,Sympla,4,3,0,0
Kaua,Fernandes,KauaBarrosFernandes@teleworm.us,M,1970-06-06T00:00:00.000Z,7554.16,Sympla,3,0,1,0
Amanda,Fernandes,AmandaCunhaFernandes@rhyta.com,F,1992-09-15T00:00:00.000Z,6648.82,Sympla,0,1,1,1
Samuel,Ribeiro,SamuelRochaRibeiro@teleworm.us,M,1985-10-30T00:00:00.000Z,5284.13,Sympla,4,4,0,0
Martim,Castro,MartimBarrosCastro@gustr.com,M,1962-07-28T00:00:00.000Z,6384.38,Sympla,3,2,0,0
Caio,Almeida,CaioPereiraAlmeida@teleworm.us,M,1984-04-11T00:00:00.000Z,9850.37,Sympla,1,2,0,0
Nicole,Castro,NicoleLimaCastro@einrot.com,F,1969-01-19T00:00:00.000Z,6188.06,Sympla,0,8,1,1
Bruna,Rocha,BrunaCunhaRocha@teleworm.us,F,1943-05-13T00:00:00.000Z,7505.07,Sympla,4,4,1,0
Caio,Pereira,CaioSousaPereira@rhyta.com,M,1982-07-01T00:00:00.000Z,7957.04,Sympla,1,5,1,1
Ágatha,Castro,AgathaPintoCastro@fleckens.hu,F,1991-02-08T00:00:00.000Z,6256.63,Sympla,1,2,0,1
Rafael,Almeida,RafaelRochaAlmeida@rhyta.com,M,1974-11-26T00:00:00.000Z,6133.81,Sympla,9,4,1,1
Thiago,Pereira,ThiagoCastroPereira@superrito.com,M,1953-12-24T00:00:00.000Z,8330.7,Sympla,0,3,1,0
Caio,Sousa,CaioSouzaSousa@jourrapide.com,M,1945-04-03T00:00:00.000Z,8971.77,Sympla,6,1,1,1
Fernanda,Pinto,FernandaSantosPinto@einrot.com,F,1965-09-05T00:00:00.000Z,8819.25,Sympla,5,0,0,1
Rya,Gomes,RyanRochaGomes@gustr.com,M,1961-05-19T00:00:00.000Z,5338.72,Sympla,6,1,0,0
Júlia,Lima,null,F,1962-03-13T00:00:00.000Z,8428.36,Sympla,3,1,1,0
Kauã,Melo,KauaCarvalhoMelo@cuvox.de,M,1961-08-13T00:00:00.000Z,9131.6,Sympla,7,9,1,0
Lara,Alves,LaraPereiraAlves@gustr.com,F,1974-12-18T00:00:00.000Z,8949.07,MovilePay,2,5,1,1
Fernanda,Rocha,FernandaAlmeidaRocha@cuvox.de,F,1988-04-06T00:00:00.000Z,6083.85,MovilePay,9,7,1,1
Manuela,Fernandes,ManuelaCarvalhoFernandes@rhyta.com,F,1976-08-28T00:00:00.000Z,5698.64,MovilePay,9,4,0,0
Manuela,Goncalves,ManuelaSouzaGoncalves@cuvox.de,F,1994-05-30T00:00:00.000Z,9685.77,MovilePay,4,7,0,1
João,Almeida,JoaoCarvalhoAlmeida@jourrapide.com,M,1990-08-31T00:00:00.000Z,9394.82,MovilePay,4,4,0,1
Luiza,Melo,LuizaOliveiraMelo@einrot.com,F,1957-09-21T00:00:00.000Z,8707.99,MovilePay,1,5,1,1
Tânia,Santos,TaniaFerreiraSantos@einrot.com,F,1954-05-15T00:00:00.000Z,9146.87,MovilePay,9,3,0,1
Clara,Cavalcanti,ClaraBarrosCavalcanti@cuvox.de,F,1968-08-08T00:00:00.000Z,5769.99,MovilePay,9,1,0,0
Sofia,Azevedo,SofiaDiasAzevedo@cuvox.de,F,1969-05-21T00:00:00.000Z,7795.38,MovilePay,5,5,0,1
Carlos,Barros,CarlosAzevedoBarros@jourrapide.com,M,1947-10-29T00:00:00.000Z,5975.03,MovilePay,0,0,1,0
Antônio,Fernandes,AntonioSantosFernandes@jourrapide.com,M,1955-07-24T00:00:00.000Z,6338.59,Zoop,6,4,1,0
Vinicius,Goncalves,ViniciusDiasGoncalves@fleckens.hu,M,1981-08-17T00:00:00.000Z,6624.67,Zoop,2,3,1,1
Luana,Azevedo,LuanaSantosAzevedo@armyspy.com,F,1954-08-16T00:00:00.000Z,8534.41,Zoop,4,6,1,0
Murilo,Dias,MuriloCunhaDias@teleworm.us,M,1994-06-15T00:00:00.000Z,8781.53,Zoop,8,8,0,1
Eduardo,Ferreira,EduardoDiasFerreira@einrot.com,M,1974-04-09T00:00:00.000Z,5625.81,Zoop,6,4,1,0
Samuel,Rodrigues,SamuelAraujoRodrigues@einrot.com,M,1980-04-15T00:00:00.000Z,6036.52,Zoop,0,0,1,1
Vitória,Pereira,VitoriaSantosPereira@fleckens.hu,F,1980-03-25T00:00:00.000Z,5267.82,Zoop,7,9,0,1
Martim,Barros,MartimRodriguesBarros@einrot.com,M,1981-05-19T00:00:00.000Z,6212.72,Zoop,6,3,1,1
Kaua,Gomes,KauaPereiraGomes@einrot.com,M,1991-09-05T00:00:00.000Z,5394.72,Zoop,1,1,0,0
Lucas,Pinto,LucasCastroPinto@rhyta.com,M,1986-07-03T00:00:00.000Z,8891.82,Zoop,0,7,1,1
Luís,Santos,LuisCorreiaSantos@armyspy.com,M,1956-12-30T00:00:00.000Z,9556.64,Zoop,8,2,1,1
Isabella,Cunha,IsabellaCarvalhoCunha@superrito.com,F,1977-07-06T00:00:00.000Z,7267.46,Zoop,4,4,0,1
Marina,Cunha,MarinaDiasCunha@jourrapide.com,F,1946-04-24T00:00:00.000Z,9342.39,Zoop,1,7,1,0
Sophia,Cunha,SophiaDiasCunha@einrot.com,F,1986-08-05T00:00:00.000Z,5555.76,Zoop,6,4,1,1
Clara,Correia,ClaraBarbosaCorreia@fleckens.hu,F,1967-09-21T00:00:00.000Z,5964.64,Zoop,3,5,0,1
Melissa,Dias,MelissaCunhaDias@armyspy.com,F,1994-02-02T00:00:00.000Z,9619.8,Zoop,0,3,0,0
Vinícius,Oliveira,ViniciusBarbosaOliveira@fleckens.hu,M,1976-09-07T00:00:00.000Z,9742.17,Zoop,8,3,0,0
Julia,Cunha,JulianFerreiraCunha@jourrapide.com,M,1953-01-26T00:00:00.000Z,5896.97,Zoop,5,0,0,0
 , ,JoaoBarrosFernandes@teleworm.us,M,1943-12-27T00:00:00.000Z,5134.05,Zoop,6,9,0,1
Fernanda,Araujo,FernandaCunhaAraujo@superrito.com,F,1959-05-26T00:00:00.000Z,8635.64,MovilePay,8,5,1,0
Diogo,Pereira,DiogoDiasPereira@teleworm.us,M,1982-10-04T00:00:00.000Z,5721.76,MovilePay,4,7,0,0
Igor,Sousa,IgorDiasSousa@armyspy.com,M,1990-05-18T00:00:00.000Z,6039.57,MovilePay,0,4,1,0
Emily,Cunha,EmilyAlmeidaCunha@einrot.com,F,1982-10-14T00:00:00.000Z,7882.82,MovilePay,4,9,0,1
Ágatha,Sousa,AgathaDiasSousa@gustr.com,F,1945-05-06T00:00:00.000Z,7260.06,MovilePay,4,3,1,1
Nicolas,Azevedo,NicolasRibeiroAzevedo@rhyta.com,M,1965-08-05T00:00:00.000Z,8110.61,MovilePay,4,7,0,1
Luiza,Martins,LuizaRibeiroMartins@rhyta.com,F,1984-12-01T00:00:00.000Z,5747.86,MovilePay,1,5,1,1
Vitor,Fernandes,VitorFerreiraFernandes@teleworm.us,M,1982-08-21T00:00:00.000Z,9598.12,MovilePay,6,0,1,0
Diego,Pinto,DiegoRodriguesPinto@cuvox.de,null,1982-05-19T00:00:00.000Z,6959.47,MovilePay,5,5,0,1
Eduardo,Sousa,EduardoRodriguesSousa@rhyta.com,M,1981-11-22T00:00:00.000Z,8334.45,MovilePay,4,3,0,0
Nicolash,Melo,NicolashBarbosaMelo@armyspy.com,M,1989-03-24T00:00:00.000Z,8354.31,Ifood,4,4,1,0
Beatrice,Pereira,BeatriceAlmeidaPereira@rhyta.com,F,1974-05-12T00:00:00.000Z,5691.94,Ifood,2,3,1,1
Thaís,Azevedo,ThaisBarrosAzevedo@fleckens.hu,F,1994-03-13T00:00:00.000Z,7210.34,Ifood,2,6,0,0
Lucas,Melo,LucasCardosoMelo@teleworm.us,M,1986-04-14T00:00:00.000Z,9499.32,Ifood,7,0,0,1
Luana,Azevedo,LuanaSantosAzevedo@armyspy.com,F,1954-08-16T00:00:00.000Z,8860.19,Ifood,7,8,0,0
José,Araujo, ,M,1951-02-23T00:00:00.000Z,9817.42,Ifood,5,8,1,0
Livia,Pereira,LiviaCastroPereira@fleckens.hu,F,1984-09-06T00:00:00.000Z,8106.57,Ifood,0,4,1,0
Paulo,Cavalcanti,PauloSilvaCavalcanti@supermail.com,M,1974-06-22T00:00:00.000Z,7006.33,Ifood,5,1,0,1
Bruno,Costa,BrunoCunhaCosta@cuvox.de,M,1965-04-17T00:00:00.000Z,5903.13,Ifood,9,0,0,1
 ,Cavalcanti,JoaoRibeiroCavalcanti@rhyta.com,null,1946-09-25T00:00:00.000Z,9357.13,Ifood,2,0,1,1
Victor,Correia,VictorSilvaCorreia@jourrapide.com,M,1987-09-10T00:00:00.000Z,7308.11,Ifood,7,6,1,0
Luiz,Sousa,LuizMartinsSousa@einrot.com,M,1959-04-18T00:00:00.000Z,6254.87,Ifood,1,1,0,0
 ,Martins,JoaoCavalcantiMartins@einrot.com,M,1952-04-12T00:00:00.000Z,7566.31,Ifood,9,2,1,1
Guilherme,Oliveira,GuilhermeAraujoOliveira@rhyta.com,M,1987-03-24T00:00:00.000Z,8890.55,Ifood,5,5,1,0
Felipe,Barbosa,FelipeSousaBarbosa@armyspy.com,M,1982-10-28T00:00:00.000Z,9263.18,Ifood,7,3,1,1
Rodrigo,Cavalcanti,RodrigoBarrosCavalcanti@jourrapide.com,M,1959-01-23T00:00:00.000Z,5930.39,Ifood,9,5,1,0
Diogo,Fernandes,null,M,1987-02-01T00:00:00.000Z,5758.84,Ifood,0,2,0,0
Martim,Oliveira,MartimCastroOliveira@armyspy.com,M,1973-10-08T00:00:00.000Z,8967.31,Ifood,6,4,0,0
Ágatha,Martins,AgathaAzevedoMartins@cuvox.de,F,1985-03-01T00:00:00.000Z,9449.57,Ifood,6,0,0,1
Martim,Correia,MartimCostaCorreia@rhyta.com,M,1966-07-03T00:00:00.000Z,7790.77,Ifood,0,9,1,1
Vitória,Pereira,VitoriaSantosPereira@fleckens.hu,F,1980-03-25T00:00:00.000Z,8971.84,Ifood,7,6,0,0
Gustavo,Barbosa,GustavoGoncalvesBarbosa@einrot.com,M,1966-04-21T00:00:00.000Z,9592.22,Ifood,5,1,0,0
José,Ribeiro,JoseCostaRibeiro@teleworm.us,M,1976-07-30T00:00:00.000Z,7229.27,Ifood,3,2,1,1
Giovanna,Correia,GiovannaCostaCorreia@armyspy.com,F,1948-09-11T00:00:00.000Z,5593.88,Ifood,4,1,0,0
Daniel,Fernandes,DanielAlmeidaFernandes@rhyta.com,M,1955-12-07T00:00:00.000Z,9971.98,MovilePay,8,2,1,0
Cauã,Azevedo,CauaSousaAzevedo@einrot.com,M,1977-05-20T00:00:00.000Z,7687.46,MovilePay,4,2,0,1
Manuela,Goncalves,ManuelaSouzaGoncalves@cuvox.de,F,1994-05-30T00:00:00.000Z,9925.76,MovilePay,4,7,1,0
Gustavo,Castro,GustavoPintoCastro@einrot.com,M,1961-11-14T00:00:00.000Z,7680.77,MovilePay,1,8,1,1
